CO,AB,FACID,DIS,FNAME,FSTREET,FCITY,FZIP,FSIC,COID,TS,HRA,CHINDEX,AHINDEX,DISN,CHAPIS,CERR_CODE,EMS
37,SD,10158,SD,SUPERIOR READY MIX LP,500 N TULIP ST,ESCONDIDO,92025,5032,SD,,,,,SAN DIEGO COUNTY APCD,,,0.075287578
52,SV,239,TEH,TEHAMA COUNTY LANDFILL,19995 PLYMIRE ROAD,RED BLUFF,96080,4953,TEH,0.01,0,0,0,TEHAMA COUNTY APCD,,,0.005409672
34,SV,2,SAC,TEICHERT PERKINS PLANT,8760 KIEFER BLVD,SACRAMENTO,95826,1423,SAC,82.89,,,,SACRAMENTO METROPOLITAN AQMD,,,0.592961181
20,SJV,3301,SJU,THE ALMOND COMPANY,22782 ROAD 9,CHOWCHILLA,93610,723,MAD,,,,,SAN JOAQUIN VALLEY APCD,,,1965.999961
20,SJV,8416,SJU,THE ALMOND COMPANY,2900 AIRPORT DRIVE,MADERA,93637,723,MAD,,,,,SAN JOAQUIN VALLEY APCD,,,143.9999938
39,SJV,5053,SJU,"THE DERUOSI GROUP, LP",25055 E ARTHUR RD,ESCALON,95320,723,SJ,,,,,SAN JOAQUIN VALLEY APCD,,,0
10,SJV,633,SJU,"THE HMC GROUP COLD STORAGE, INC",13138 S BETHEL AVE,KINGSBURG,93631,723,FRE,,,,,SAN JOAQUIN VALLEY APCD,,,809.0999722
47,NEP,31,SIS,TIMBER PRODUCTS,130 N PHILLIPE LANE,YREKA,96097,2436,SIS,,,,,SISKIYOU COUNTY APCD,,,0.00094
56,SCC,7340,VEN,TOLAND ROAD LANDFILL,3500 TOLAND ROAD,SANTA PAULA,93060,4953,VEN,,,,,VENTURA COUNTY APCD,,,0.07760721
19,SC,181667,SC,TORRANCE REFINING COMPANY LLC,3700 W 190TH ST,TORRANCE,90504,2911,LA,,7.7,0.5,0.2,SOUTH COAST AQMD,,,51.43077996000000002
54,SJV,634,SJU,TREEHOUSE CALIFORNIA ALMONDS LLC,2115 ROAD 144,DELANO,93215,723,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,0
15,MD,601,KER,"TRICAL, INC.",1667 PURDY AVENUE,MOJAVE,93501,2879,KER,0.9,,,,EASTERN KERN APCD,,,627.0000011
50,SJV,8778,SJU,TURLOCK WALNUT COMPANY,400 D ST,TURLOCK,95380,723,STA,,,,,SAN JOAQUIN VALLEY APCD,,,0
57,SV,25,YS,"UNIVERSITY OF CALIFORNIA, DAVIS",CAMPUS AREA,DAVIS,95616,8221,YOL,0,,,,YOLO-SOLANO AQMD,,,0.0241
36,MD,591,MOJ,USMC AGCC,"BUILDING 1418, 4TH ST, BOX 78810",TWENTYNINE PALMS,92778,9711,SBD,8.3,,,,MOJAVE DESERT AQMD,,,0.000198
48,SF,12626,BA,VALERO REFINING COMPANY - CALIFORNIA,3400 E 2ND STREET,BENICIA,94510,2911,SOL,2521.85,9.1,0.02,0,BAY AREA AQMD,,,43.06086956
51,SV,34015,FR,VALLEY VIEW PACKING CO,7547 SAWTELLE AVE,YUBA CITY,95991,2034,SUT,0,,,,FEATHER RIVER AQMD,,,0
36,MD,3069,MOJ,VICTORVILLE SCLA CENTRAL TREATMENT FACILITY,"SO 1/2 SEC 14, T6N R5W",VICTORVILLE,92392,4952,SBD,0.01,,,,MOJAVE DESERT AQMD,,,51.11953067
19,MD,1759,AV,VULCAN - 7107 E AVENUE T,7107 EAST AVENUE T,LITTLEROCK,93543,2951,LA,1.75,,,,ANTELOPE VALLEY AQMD,,,0.04313908
15,SJV,363,SJU,"VULCAN MATERIALS CO, WESTERN DIV",8517 PANAMA LN,BAKERSFIELD,93311,2951,KER,,,,,SAN JOAQUIN VALLEY APCD,,,0.057039965
36,SC,181597,SC,VULCAN MATERIALS COMPANY,5705 N INSTITUTION RD,SAN BERNARDINO,92407,9999,SBD,,,,,SOUTH COAST AQMD,,,0.05021
37,SD,200706271,SD,VULCAN MATERIALS COMPANY WESTERN DIVISION,7522 PASEO DE LA FUENTE,SAN DIEGO,92154,1442,SD,,,,,SAN DIEGO COUNTY APCD,,,0.13851031
37,SD,6306,SD,VULCAN MATERIALS WESTERN DIVISION CALMAT,10051 BLACK MOUNTAIN RD,SAN DIEGO,92126,1442,SD,,,,,SAN DIEGO COUNTY APCD,,,0.09748557
36,MD,1124,MOJ,VVWRA - 20111 SHAY,20111 SHAY ROAD,VICTORVILLE,92394,4952,SBD,3.88,,,,MOJAVE DESERT AQMD,,,354.5206457
16,SJV,3071,SJU,WARMERDAM PACKING,15650 EXCELSIOR AVE,HANFORD,93230,2033,KIN,,,,,SAN JOAQUIN VALLEY APCD,,,648.5000253
1,SF,2066,BA,WASTE MANAGEMENT OF ALAMEDA COUNTY,10840 ALTAMONT PASS RD,LIVERMORE,94551,4953,ALA,1195.09,7.9,0.11,,BAY AREA AQMD,,,0.92377415
54,SJV,8135,SJU,WAWONA PACKING,12133 AVENUE 408,CUTLER,93615,723,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,0.733714412
54,SJV,3338,SJU,WES PAK INC,4572 AVENUE 400,DINUBA,93618,723,TUL,,,,,SAN JOAQUIN VALLEY APCD,,,0
51,SV,16002,FR,WILBUR PACKING COMPANY,1500 EAGER ROAD,LIVE OAK,95953,723,SUT,2.52,,,,FEATHER RIVER AQMD,,,225
51,SV,33020,FR,WINDSWEPT FARMS,16993 CRANMORE ROAD,ROBBINS,,723,SUT,0.15,,,,FEATHER RIVER AQMD,,,0
15,SJV,377,SJU,WONDERFUL PISTACHIOS & ALMONDS,3.5 MILES N OF HWY 46 ON HWY 33,LOST HILLS,93249,723,KER,,,,,SAN JOAQUIN VALLEY APCD,,,0
